,variable,label,type
10194,m5i16a,I16A. My shift and work schedule cause extra stress for me and my child,Ordered Categorical
10195,m5i16b,I16B. Where I work it is difficult to deal with child care problems,Ordered Categorical
10196,m5i16c,I16C. In my work schedule I have enough flexibility to handle family needs,Ordered Categorical
10197,m5i17,I17. In past 12 months you worked more than one regular job at the same time,Unordered Categorical
10199,m5i19,I19. Amount earned from all regular jobs in past 12 months,Unordered Categorical
10200,m5i19a,I19A. Amount earned from all regular jobs in past 12 months,Continuous
10202,m5i21,I21. Number of weeks you worked at all regular jobs in past 12 months,Continuous
10203,m5i22,I22. Number of regular jobs lasting 2 wks or more you have had in past 12 months,Continuous
10205,m5i24a,I24A. You worked in your own business during past 12 months,Unordered Categorical
10217,m5i26a,I26A. You did something else to earn money during past 12 months,Unordered Categorical
10223,m5j1,J1. Total household income before taxes/deductions in past 12 months,Continuous
10225,m5j2,J2. You gave/loaned money to friends/relatives in past 12 months,Unordered Categorical
10226,m5j2a,J2A. Amount you gave/loaned money to friends/relatives during past 12 months,Continuous
10227,m5j4,J4. You or your husband/partner have a bank account,Unordered Categorical
10228,m5j4a,J4A. Name on bank account,Unordered Categorical
10229,m5j5,J5. You or your husband/partner have a credit card,Unordered Categorical
10230,m5j5a,J5A. Name on credit card,Unordered Categorical
10231,m5j5b,J5B. Way money is handled as a couple,Unordered Categorical
10232,m5j5c1,J5C1. Who in household responsible for making sure bills get paid,Unordered Categorical
10233,m5j5d,J5D. Who controls the money in this household,Unordered Categorical
10234,m5j6,"J6. You or your husband/partner own a car, truck or van",Unordered Categorical
10235,m5j6a,J6A. Vehicle is reliable,Unordered Categorical
10236,m5j6b,J6B. Amount owed on your vehicle,Unordered Categorical
10237,m5j6b1,J6B1. Amount owed on your vehicle,Continuous
10238,m5j6c,J6C. Value of vehicle if sold,Continuous
10239,m5j6d,J6D. You or your husband/partner have debt from credit cards or store cards,Unordered Categorical
10241,m5j6f,J6F. You or your husband/partner have other loans,Unordered Categorical
10243,m5j6h,J6H. You or your husband/partner have savings,Unordered Categorical
10244,m5j6i,J6I. You or your husband/partner have savings equal to 2 months total income,Unordered Categorical
10245,m5j7,J7. You have a bank account,Unordered Categorical
10246,m5j8,J8. You have a credit card,Unordered Categorical
10247,m5j9,"J9. You own a car, truck, or van",Unordered Categorical
10252,m5j9d,J9D. You have debt from credit cards or store cards,Unordered Categorical
10254,m5j9f,J9F. Any other loans or money you owe to a bank/lending institution,Unordered Categorical
10256,m5j9h,J9H. You have savings,Unordered Categorical
10359,cm5hhsize,Num. of people in mother's hh -Includes mother & foc. child (if lives with mothe,Continuous
10399,cm5gmom,Constructed -- Focal child's grandmother lives in biomom's household,Unordered Categorical
10400,cm5gdad,Constructed -- Focal child's grandfather lives in biomom's household,Unordered Categorical
10401,cm5adult,Number of adults (18+) in mother's hh -Includes mother,Continuous
10402,cm5kids,Number of children (<18) in mother's hh -Includes focal (if lives with mother),Continuous
10437,m5e2a_1,E2A_1. Respondent's parents gave financial help,Unordered Categorical
10438,m5e2a_2,E2A_2. Mother's other relatives gave financial help,Unordered Categorical
10439,m5e2a_3,E2A_3. Father's parents gave financial help,Unordered Categorical
10440,m5e2a_4,E2A_4. Father's other relatives gave financial help,Unordered Categorical
10441,m5e2a_5,E2A_5. Friends gave financial help,Unordered Categorical
10442,m5e2a_6,E2A_6. Boyfriend/partner gave financial help,Unordered Categorical
10443,m5e2a_7,E2A_7. Partner's family gave financial help,Unordered Categorical
10444,m5e2a_91,E2A_91. Other (specify) gave financial help,Unordered Categorical
10445,m5e8_0,E8_0. You could ask no one for help/advice,Unordered Categorical
10446,m5e8_1,E8_1. You could ask your parents for help/advice,Unordered Categorical
10447,m5e8_2,E8_2. You could ask child's father for help/advice,Unordered Categorical
10448,m5e8_3,E8_3. You could ask child's father's parents/relatives for help/advice,Unordered Categorical
10449,m5e8_4,E8_4. You could ask other relatives for help/advice,Unordered Categorical
10450,m5e8_5,E8_5. You could ask friends/neighbors/co-workers for help/advice,Unordered Categorical
10451,m5e8_6,E8_6. You could ask your partner/spouse for help/advice,Unordered Categorical
10452,m5e8_7,E8_7. You could ask your partner/spouse's parents/relatives for help/advice,Unordered Categorical
10453,m5e9_0,E9_0. Child could ask no one for help/advice other than you,Unordered Categorical
10454,m5e9_1,E9_1. Child could ask your parents for help/advice,Unordered Categorical
10455,m5e9_2,E9_2. Child could ask child's father for help/advice,Unordered Categorical
10456,m5e9_3,E9_3. Child could ask child's father's parents/relatives for help/advice,Unordered Categorical
10457,m5e9_4,E9_4. Child could ask other relatives for help/advice,Unordered Categorical
10458,m5e9_5,E9_5. Child could ask friends/neighbors/co-workers for help/advice,Unordered Categorical
10459,m5e9_6,E9_6. Child could ask your partner/spouse for help/advice,Unordered Categorical
10460,m5e9_7,E9_7. Child could ask your partner/spouse's parents/relatives for help/advice,Unordered Categorical
10518,m5i3a_1,I3A_1. Completed regular high school,Unordered Categorical
10519,m5i3a_2,I3A_2. Completed GED or ABE program,Unordered Categorical
10520,m5i3a_3,I3A_3. Completed ESL program,Unordered Categorical
10521,m5i3a_4,I3A_4. Completed nursing school (LPN or RN),Unordered Categorical
10522,m5i3a_5,I3A_5. Completed business or secretarial school,Unordered Categorical
10524,m5i3a_7,I3A_7. Completed vocational/technical/trade school,Unordered Categorical
10525,m5i3a_8,I3A_8. Completed job corps,Unordered Categorical
10526,m5i3a_9,I3A_9. Completed junior/community college degree (2 yr),Unordered Categorical
10527,m5i3a_10,I3A_10. Completed college degree (4 yr),Unordered Categorical
10528,m5i3a_11,I3A_11. Completed other type of school (specify),Unordered Categorical
10529,m5i3a_12,I3A_12. Completed other type of training (specify),Unordered Categorical
10530,m5i3a_13,I3A_13. Completed program to learn job skills,Unordered Categorical
10531,m5i3a_14,I3A_14. Completed program to help get a job,Unordered Categorical
10532,m5i3a_15,I3A_15. Completed some college,Unordered Categorical
10533,m5i3a_16,I3A_16. Completed graduate/professional school,Unordered Categorical
10618,m5i12a_code,I12A_CODE. Code for mother's occupation,Unordered Categorical
10623,cm5mint,Constructed - Mother interviewed at nine-year follow-up,Unordered Categorical
10625,cf5bdadstat,Biodad survey status variable,Unordered Categorical
10626,f5a2,F5A2. Confirm how much time child lives with respondent,Ordered Categorical
10628,f5a2b,A2B. Ever lived with child {most of the time},Unordered Categorical
10630,f5a3a2,A3A2. Person with whom child usually lives,Unordered Categorical
10633,f5a3c,A3C. Number of months child has been living there,Continuous
10634,f5a3d,A3D. Expect child to live with you again during coming year,Unordered Categorical
10635,f5a3e,A3E. Number of days you saw child in the past 30 days,Continuous
10638,f5a4,A4. Relationship with child's biological mother now,Ordered Categorical
10646,f5a4m,A4M. How often you and mother see or talk to each other,Ordered Categorical
10647,f5a5,"A5. Not including yourself and child, number of people currently living with you",Unordered Categorical
10648,f5a51,"A51. Not including yourself and child, number of people currently living with yo",Continuous
10649,f5a5b01,A5B. Gender of household member,Unordered Categorical
10650,f5a5c01,A5C. Age of household member,Continuous
10652,f5a5d01,A5D. Household member's relationship to you,Unordered Categorical
10697,f5a5l,A5L. Number of other biological children you have that are living in your househ,Continuous
10698,f5a6,A6. Biological children living apart from you,Unordered Categorical
10699,f5a6a,A6A. Number of biological children living apart from you,Continuous
10700,f5a6c01,A6C. Age of biological child in A6B,Continuous
10701,f5a6c02,A6C. Age of biological child in A6B,Continuous
10710,f5a6e,A6E. Biological children who do not live with you all live in same place,Unordered Categorical
10711,f5a6f01,A6F. Who biological child in A6B is currently living with,Unordered Categorical
10714,f5a7,A7. Children that have died,Unordered Categorical
10716,f5a8,A8. Confirm number of biological children.,Unordered Categorical
10719,f5a8b01,A8B. First name of mother of biological child n,Unordered Categorical
10720,f5a8f01,A8F. Your relationship with the mother at biological child's birth,Unordered Categorical
10721,f5a8b02,A8B. First name of mother of biological child n,Unordered Categorical
10722,f5a8f02,A8F. Your relationship with the mother at biological child's birth,Unordered Categorical
10723,f5a8b03,A8B. First name of mother of biological child n,Unordered Categorical
10724,f5a8f03,A8F. Your relationship with the mother at biological child's birth,Unordered Categorical
10739,f5a10,A10. Number of romantic relationships you had that lasted at least 1 month,Unordered Categorical
10740,f5a101,A101. Number of romantic relationships you had that lasted at least 1 month,Continuous
10742,f5a11,A11. Lived together with partner(s) for one month or more,Unordered Categorical
10779,f5b4,B4. Mother ever asked you to spend more time with child,Unordered Categorical
10780,f5b4a,B4A. Mother ever refused to let you see child,Unordered Categorical
10789,f5b11,B11. Any changes to legal agreement or child support order since it was reached,Unordered Categorical
10799,f5b16b,B16B. Given other money directly to mother instead of paying child support,Unordered Categorical
10812,f5b22a,B22A. Frequency father buys or pays for clothes for child,Ordered Categorical
10813,f5b22b,B22B. Frequency father buys or pays for toys for child,Ordered Categorical
10814,f5b22c,B22C. Frequency father buys or pays for medicine for child,Ordered Categorical
10815,f5b22d,B22D. Frequency father buys or pays for food for child,Ordered Categorical
10816,f5b22e,B22E. Frequency father buys or pays for camp or school tuition for child,Ordered Categorical
10817,f5b22f,B22F. Frequency father buys or pays for school supplies for child,Ordered Categorical
10818,f5b22g,B22G. Frequency father buys or pays for entertainment items for child,Ordered Categorical
10819,f5b22h,B22H. Frequency father buys or pays for personal items for child,Ordered Categorical
10820,f5b22i,B22I. Frequency father buys or pays for anything else for child,Ordered Categorical
10821,f5b24,B24. Legal obligation to pay child support for child/children with someone else,Unordered Categorical
10824,f5c1,C1. Your relationship with child's mother,Ordered Categorical
10825,f5c1a,C1A. How important that fathers provide regular financial support,Ordered Categorical
10826,f5c1b,C1B. How important that fathers teach children about life,Ordered Categorical
10827,f5c1c,C1C. How important that fathers provide direct care,Ordered Categorical
10828,f5c1d,C1D. How important that fathers show love and affection,Ordered Categorical
10829,f5c1e,C1E. How important that fathers provide protection,Ordered Categorical
10830,f5c1f,C1F. How important that fathers serve as an authority figure,Ordered Categorical
10831,f5c2a,C2A. You trust mother to take good care of child,Ordered Categorical
10832,f5c2b,C2B. Mother supports the way you want to raise child,Ordered Categorical
10833,f5c2c,C2C. You and mother talk about problems that come up with raising child,Ordered Categorical
10834,f5c2d,C2D. You respect mother's wishes about how child should be raised,Ordered Categorical
10835,f5c2e,C2E. You are critical of things mother does with child,Ordered Categorical
10836,f5c3a,C3A. Frequency father looks after child when mother needs to do things,Ordered Categorical
10837,f5c3b,C3B. Frequency father runs errands for mother,Ordered Categorical
10838,f5c3c,C3C. Frequency father fixes things around child's home,Ordered Categorical
10839,f5c3d,C3D. Frequency father takes child places he/she needs to go.,Ordered Categorical
10910,f5e1g,E1G. Both of father's parents living,Unordered Categorical
10911,f5e1h,E1H. Father's parents currently living together,Unordered Categorical
10912,f5e1i,E1I. How far away from father are father's parents living,Ordered Categorical
10913,f5e1j,E1J. How often child sees parents of father,Ordered Categorical
10914,f5e1k,E1K. How often child spends night with father's parents,Ordered Categorical
10915,f5e2,E2. Received any financial help from anyone in past 12 months,Unordered Categorical
10918,f5e3,E3. Father could count on someone to loan him $200 during the next year,Unordered Categorical
10919,f5e3a,E3A. Father could count on someone to loan him $1000 during the next year,Unordered Categorical
10920,f5e4,E4. Father could count on someone to provide him with a place to live,Unordered Categorical
10921,f5e5,E5. Father could count on someone to help him with emergency child care,Unordered Categorical
10922,f5e6,E6. Father could count on someone to co-sign for a bank loan for $1000,Unordered Categorical
10923,f5e6a,E6A. Father could count on someone to co-sign for a bank loan for $5000,Unordered Categorical
10924,f5e6b,E6B. Someone would pay for child's extracurricular activities father can't affor,Unordered Categorical
10925,f5e7,E7. Any special person father feels close with and can depend on,Unordered Categorical
10926,f5f1,F1. Moved in last 4 yrs/since last interview,Unordered Categorical
10938,f5f7a,"F7A. In the past twelve months, you received help from an employment office",Unordered Categorical
10939,f5f7b,"F7B. In the past twelve months, have you received help from a welfare office",Unordered Categorical
10940,f5f7c,"F7C. In the past twelve months, you received help from any other agency",Unordered Categorical
10941,f5f8a1,F8A1. Received income from welfare/TANF in last 12 months,Unordered Categorical
10944,f5f8a2,F8A2. Received income from food stamps/EBT in last 12 months,Unordered Categorical
10947,f5f8a3,F8A3. Received income from other assistance in last 12 months,Unordered Categorical
10954,f5f12,F12. Received welfare or TANF at any time over the last four years,Unordered Categorical
10962,f5f18,F18. Ever a time in past 12 months you thought you might be eligible for welfare,Unordered Categorical
10966,f5f18d,F18D. You or child received Supplemental Security Income in the past 12 months,Unordered Categorical
10970,f5f20,F20. Ever a time in past 12 months you might be eligible for food stamps/EBT,Unordered Categorical
10973,f5f21,F21. Filled out a federal tax return for 2005 or 2006,Unordered Categorical
10974,f5f22,"F22. Filled out a special form to claim Earned Income Credit, Schedule EIC",Unordered Categorical
10975,f5f23a,F23A. Received free food or meals in past 12 months,Unordered Categorical
10976,f5f23b,F23B. Were hungry but didn't eat because couldn't afford food in past 12 months,Unordered Categorical
10977,f5f23c,F23C. Did not pay full amount of rent/mortgage payments in past 12 months,Unordered Categorical
10978,f5f23d,F23D. Were evicted from home/apartment for not paying rent in past 12 months,Unordered Categorical
10979,f5f23e,F23E. Did not pay full amount of gas/oil/electricity bill in past 12 months,Unordered Categorical
10980,f5f23f,F23F. Gas/electric service turned off because not enough money in past 12 months,Unordered Categorical
10981,f5f23g,F23G. Borrowed money from friends/family to help pay bills in past 12 months,Unordered Categorical
10982,f5f23h,F23H. Moved in with other people because of financial problems in past 12 months,Unordered Categorical
10983,f5f23i,F23I. Stayed at shelter/other place not meant for regular housing in past 12 mon,Unordered Categorical
10984,f5f23j,F23J. Someone in hh needed to see doctor but couldn't because of cost in past 12,Unordered Categorical
10985,f5f23k,F23K. Telephone service disconnected because wasn't enough money in past 12 mont,Unordered Categorical
10987,f5f24,F24. You were stopped by police but not picked up/arrested since last interview,Unordered Categorical
10988,f5f25,F25. You have been booked/charged with breaking a law since last interview,Unordered Categorical
11006,f5g0,G0. How satisfied you are with your life overall,Ordered Categorical
11007,f5g1,G1. Your health status in general,Ordered Categorical
11008,f5g2,G2. You have a serious health problem that limits the work you can do,Unordered Categorical
11009,f5g2b,G2B. You regularly take prescribed medication for physical/mental health problem,Unordered Categorical
11019,f5g2c,G2C. Have stayed overnight in hospital or gone to ER in past 12 months,Unordered Categorical
11022,f5g2e,G2E. You are currently covered by any type of health insurance,Unordered Categorical
11023,f5g3,G3. Felt sad/blue/depressed for 2 or more weeks in a row during past 12 months,Unordered Categorical
11027,f5g7,G7. 2 wks during past 12 mos. when you lost interest in things that give pleasur,Unordered Categorical
11038,f5g16a,G16A. I have little control over the things that happen to me,Ordered Categorical
11039,f5g16b,G16B. There is really no way I can solve some of the problems I have,Ordered Categorical
11040,f5g16c,G16C. There is little I can do to change many of the important things in my life,Ordered Categorical
11041,f5g16d,G16D. I often feel helpless in dealing with problems,Ordered Categorical
11042,f5g16e,G16E. Sometimes I feel that IÂ’m being pushed around,Ordered Categorical
11043,f5g17,G17. You smoked cigarettes in the past month,Unordered Categorical
11044,f5g18,G18. Number of packs per day you usually smoke,Ordered Categorical
11045,f5g19,G19. The largest number of drinks you had in any single day in past 12 months,Ordered Categorical
11059,f5g23,G23. Received counseling/therapy/treatment for personal problems in past 12 mos.,Unordered Categorical
11060,f5g24,G24. Ever had a spell/attack when you felt frightened/anxious/uneasy,Unordered Categorical
11061,f5g25,G25. Ever had a period of 1 mo. or more when most of time you felt worried/anxio,Unordered Categorical
11067,f5g28,G28. Ever had 2 wks. or more when felt sad/blue/depressed nearly every day,Unordered Categorical
11068,f5g29,G29. Ever had 2 wks. or more when felt down in the dumps/low/grumpy nearly every,Unordered Categorical
11069,f5g30,G30. Ever been 2 wks. or more when lost interest in things you usually did for f,Unordered Categorical
11070,f5g31,G31. Ever completely lost all interest in things you usually liked to do for fun,Unordered Categorical
11071,f5g32,G32. Ever period of at least 2 days when so happy/excited you got into trouble,Unordered Categorical
11072,f5g33,G33. Ever period of several days when so irritable that you threw/broke things,Unordered Categorical
11073,f5g35,G35. Age when you had sexual intercourse for the first time,Continuous
11074,f5h1,H1. My religious faith is an important guide for my daily life,Ordered Categorical
11075,f5h2,H2. Frequency you attend religious services,Ordered Categorical
11076,f5h3,H3. You had a religious experience that transformed your life since last intervi,Unordered Categorical
11077,f5i1,I1. You are currently attending any school/trainings program/classes,Unordered Categorical
11079,f5i3,I3. Have completed training programs or years of schooling since last interview,Unordered Categorical
11082,f5i3b,I3B. You have taken classes to improve job skills since last interview,Unordered Categorical
11083,f5i3c,I3C. You received any kind of employment counseling since last interview,Unordered Categorical
11084,f5i4,I4. You did regular work for pay last week,Unordered Categorical
11093,f5i10,I10. Number of hours you usually work per week,Continuous
11094,f5i11,I11. You work for yourself or for someone else in this job,Unordered Categorical
11095,f5i13,"i13. how much you earn in that job, before taxes",Continuous
11096,f5i13p,I13P. Unit: Amount you usually earn in this job before taxes/deductions,Ordered Categorical
11097,f5i14a1,I14A1. At your primary job you regularly work weekdays,Unordered Categorical
11098,f5i14a2,I14A2. At your primary job you regularly work evenings,Unordered Categorical
11099,f5i14a3,I14A3. At your primary job you regularly work nights,Unordered Categorical
11100,f5i14a4,I14A4. At your primary job you regularly work weekends,Unordered Categorical
11101,f5i14a5,I14A5. At your primary job you regularly work different times each week,Unordered Categorical
11102,f5i14b1,I14B1. You sometimes also work weekdays,Unordered Categorical
11103,f5i14b2,I14B2. You sometimes also work evenings,Unordered Categorical
11104,f5i14b3,I14B3. You sometimes also work nights,Unordered Categorical
11105,f5i14b4,I14B4. You sometimes also work weekends,Unordered Categorical
11106,f5i14c,I14C. You belong to a labor union,Unordered Categorical
11109,f5i16a,I16A. My shift and work schedule caused extra stress for me and my child,Ordered Categorical
11110,f5i16b,I16B. Where I worked it was difficult to deal with child care problems,Ordered Categorical
11111,f5i16c,I16C. In my work schedule I had enough flexibility to handle family needs,Ordered Categorical
11112,f5i17,I17. In past 12 months you worked more than one regular job at the same time,Unordered Categorical
11114,f5i19,I19. Amount earned from all regular jobs in past 12 months,Unordered Categorical
11115,f5i19a,I19A. Amount earned from all regular jobs in past 12 months,Continuous
11117,f5i21,I21. Number of weeks you worked at all regular jobs in past 12 months,Continuous
11118,f5i22,I22. Number of regular jobs lasting 2 wks or more you have had in past 12 months,Continuous
11120,f5i24a,I24A. You worked in your own business during past 12 months,Unordered Categorical
11132,f5i26a,I26A. You did something else to earn money during past 12 months,Unordered Categorical
11138,f5j1,J1. Total household income before taxes/deductions in past 12 months,Continuous
11140,f5j2,J2. You gave/loaned money to friends/relatives in past 12 months,Unordered Categorical
11141,f5j2a,J2A. Amount you gave/loaned money to friends/relatives during past 12 months,Continuous
11142,f5j4,J4. You or your wife/partner have a bank account,Unordered Categorical
11143,f5j4a,J4A. Name on bank account,Unordered Categorical
11144,f5j5,J5. You or your wife/partner have a credit card,Unordered Categorical
11146,f5j5b,J5B. Way money is handled as a couple,Unordered Categorical
11147,f5j5c1,J5C1. Who in household responsible for making sure bills get paid,Unordered Categorical
11148,f5j5d,J5D. Who controls the money in this household,Unordered Categorical
11149,f5j6,J6. You or your wife/partner own a car/truck/van,Unordered Categorical
11150,f5j6a,J6A. Vehicle is reliable,Unordered Categorical
11151,f5j6b,J6B. Amount owed on your vehicle,Unordered Categorical
11152,f5j6b1,J6B1. Amount owed on your vehicle,Continuous
11153,f5j6c,J6C. Value of vehicle if sold,Continuous
11154,f5j6d,J6D. You or your wife/partner have debt from credit cards or store cards,Unordered Categorical
11156,f5j6f,J6F. You or your wife/partner have other loans,Unordered Categorical
11158,f5j6h,J6H. You or your wife/partner have savings,Unordered Categorical
11160,f5j7,J7. You have a bank account,Unordered Categorical
11161,f5j8,J8. You have a credit card,Unordered Categorical
11162,f5j9,"J9. You own a car, truck, or van",Unordered Categorical
11167,f5j9d,J9D. You have debt from credit cards or store cards,Unordered Categorical
11169,f5j9f,J9F. Any other loans or money you owe to a bank/lending institution,Unordered Categorical
11171,f5j9h,J9H. You have savings,Unordered Categorical
11173,f5k1,K1. How you feel about yourself as a father,Ordered Categorical
11174,f5k2,K2. How close you feel to child,Ordered Categorical
11175,f5k2a,K2A. Being a parent is harder than I thought it would be,Ordered Categorical
11176,f5k2b,K2B. I feel trapped by my responsibilities as a parent,Ordered Categorical
11177,f5k2c,K2C. Taking care of my child is much more work than pleasure,Ordered Categorical
11178,f5k2d,"K2D. I often feel tired, worn out, exhausted from raising a family",Ordered Categorical
11179,f5k3a,K3A. Amount of influence you have in making decisions about child's school,Ordered Categorical
11180,f5k3b,K3B. Amount of influence you have in making decisions about child's religion,Ordered Categorical
11181,f5k3c,K3C. Amount of influence you have in making decisions about child's health care,Ordered Categorical
11182,f5k4a,"K4A. Since start of school year, attended open house or back-to-school night",Ordered Categorical
11183,f5k4b,"K4B. Since start of school year, attended meeting of parent-teacher organization",Ordered Categorical
11184,f5k4c,"K4C. Since start of school year, gone to regularly scheduled parent-teacher conf",Ordered Categorical
11185,f5k4d,"K4D. Since start of school year, attended school event - child participated",Ordered Categorical
11186,f5k4e,"K4E. Since start of school year, attended school event - child did not participa",Ordered Categorical
11187,f5k4f,"K4F. Since start of school year, volunteered at school or served on committee",Ordered Categorical
11188,f5k4g,"K4G. Since start of school year, met with a school counselor",Ordered Categorical
11189,f5k4h,"K4H. Since start of school year, visited or sat in on child's classroom",Ordered Categorical
11190,f5k4i,"K4I. Since start of school year, had a conference with child's school principal",Ordered Categorical
11191,f5k4j,"K4J. Since start of school year, gone to a workshop or meeting at school",Ordered Categorical
11192,f5k5a,K5A. Inconvenient meeting times made it harder to participate,Unordered Categorical
11193,f5k5b,K5B. No child care made it harder to participate,Unordered Categorical
11194,f5k5c,K5C. Getting time off from work made it harder to participate,Unordered Categorical
11195,f5k5d,K5D. Problems with safety going to the school made it harder to participate,Unordered Categorical
11196,f5k5e,"K5E. School does not make family feel welcome, made it harder to participate",Unordered Categorical
11197,f5k5f,"K5G. You and teacher do not speak same language, made it harder to participate",Unordered Categorical
11198,f5k5g,K5G. You and teacher do not speak the same language made it harder to participat,Unordered Categorical
11199,f5k5h,"K5H. You don't hear about things going on at school, made it harder to participa",Unordered Categorical
11200,f5k6,"K6. In a typical week, you talk to parents of children in child's class",Unordered Categorical
11201,f5k7,K7. Number of child's close friends you know by sight and first and last name,Continuous
11202,f5k8,"K8. In last year, you talked to child's doctor about how he/she is doing",Unordered Categorical
11203,f5k8a,K8A. Could talk to child's doctor if wanted to,Unordered Categorical
11204,f5k9,"K9. In last year, you talked to child's teachers about how he/she is doing",Unordered Categorical
11220,f5k13a,K13A. You eat breakfast with child in a typical day,Unordered Categorical
11221,f5k13b,K13B. You eat lunch with child in a typical day,Unordered Categorical
11222,f5k13c,K13C. You eat dinner with child in a typical day,Unordered Categorical
11223,f5k14a,"K14A. In past month, you did household chores with child",Ordered Categorical
11224,f5k14b,"K14B. In past month, you played sports or did outdoor activities with child",Ordered Categorical
11225,f5k14c,"K14C. In past month, you watched TV or videos with child",Ordered Categorical
11226,f5k14d,"K14D. In past month, you played video or computer games with child",Ordered Categorical
11227,f5k14e,"K14E. In past month, you read books with child or talked with child about books",Ordered Categorical
11228,f5k14f,"K14F. In past month, you participated in indoor activities with child",Ordered Categorical
11229,f5k14g,"K14G. In past month, you talked with child about current events",Ordered Categorical
11230,f5k14h,"K14H. In past month, you talked with child about his/her day",Ordered Categorical
11231,f5k14i,"K14I. In past month, you checked to make sure child had completed homework",Ordered Categorical
11232,f5k14j,"K14J. In past month, you helped child with homework or school assignments",Ordered Categorical
11233,f5k15,"K15. In past month, you have taken child to or from school/programs/camp",Unordered Categorical
11234,f5k15a,K15A. Average number of times/month you have taken child to or from school/progr,Continuous
11235,f5k17a,K17A. I live too far away to see child,Ordered Categorical
11236,f5k17b,K17B. I donÂ’t have enough time,Ordered Categorical
11237,f5k17c,K17C. IÂ’m not good with children,Ordered Categorical
11238,f5k17d,K17D. I don't get along well with child's mother,Ordered Categorical
11239,f5k17e,K17E. I donÂ’t know if this is my child,Ordered Categorical
11240,f5k17f,K17F. Child's mother won't let me see child,Ordered Categorical
11241,f5k17g,K17G. I do not get along well with members of child's mother's family,Ordered Categorical
11242,f5k17h,K17H. I cannot afford to provide financial support,Ordered Categorical
11243,f5k17i,K17I. I want to avoid child's mother's requests for financial support,Ordered Categorical
11244,f5k17j,K17J. I am afraid of child support enforcement,Ordered Categorical
11245,f5k17k,K17K. I have other family obligations,Ordered Categorical
11246,f5k17l,K17L. My work hours prevent me from visiting child,Ordered Categorical
11247,f5k17m,K17M. I am no longer sure child is mine,Ordered Categorical
11248,f5k18,K18. Number of nights per month you would like child to stay with you,Continuous
11249,f5k19,K19. Frequency you talk on telephone with child,Ordered Categorical
11286,cf5hhsize,Number of people in father's household. Includes father and focal child (if foca,Continuous
11287,f5a6g01_1,A6G01_1. You had a legal custody agreement that child would live elsewhere,Unordered Categorical
11288,f5a6g01_2,A6G01_2. You voluntarily gave up custody of child,Unordered Categorical
11289,f5a6g01_3,A6G01_3. You had an informal agreement that someone else would take care of chil,Unordered Categorical
11290,f5a6g01_4,A6G01_4. Child Protective Services or another agency removed child from your hom,Unordered Categorical
11291,f5a6g01_5,A6G01_5. Child went away to school,Unordered Categorical
11292,f5a6g01_6,A6G01_6. Child was old enough to leave home,Unordered Categorical
11293,f5a6g01_7,A6G01_7. Child needed to live closer to school,Unordered Categorical
11294,f5a6g01_8,A6G01_8. You had financial problems,Unordered Categorical
11295,f5a6g01_9,A6G01_9. You had health problems,Unordered Categorical
11298,f5a6g01_12,A6G01_12. Child was taken by another parent or kidnapped,Unordered Categorical
11299,f5a6g01_13,a6g01_13. relationship with mother of child ended,Unordered Categorical
11300,f5a6g01_91,A6G01_91. Child no longer living with you for another reason,Unordered Categorical
11370,f5e9_0,E9_0. Child could ask no one for help/advice other than you,Unordered Categorical
11371,f5e9_1,E9_1. Child could ask your parents for help/advice,Unordered Categorical
11372,f5e9_2,E9_2. Child could ask child's mother for help/advice,Unordered Categorical
11373,f5e9_3,E9_3. Child could ask child's mother's parents/relatives for help/advice,Unordered Categorical
11374,f5e9_4,E9_4. Child could ask other relatives for help/advice,Unordered Categorical
11375,f5e9_5,E9_5. Child could ask friends/neighbors/co-workers for help/advice,Unordered Categorical
11376,f5e9_6,E9_6. Child could ask your partner/spouse for help/advice,Unordered Categorical
11377,f5e9_7,E9_7. Child could ask your partner/spouse's parents/relatives for help/advice,Unordered Categorical
11378,f5e8_0,E8_0. You could ask no one for help/advice,Unordered Categorical
11379,f5e8_1,E8_1. You could ask your parents for help/advice,Unordered Categorical
11380,f5e8_2,E8_2. You could ask child's mother for help/advice,Unordered Categorical
11381,f5e8_3,E8_3. You could ask child's mother's parents/relatives for help/advice,Unordered Categorical
11382,f5e8_4,E8_4. You could ask other relatives for help/advice,Unordered Categorical
11383,f5e8_5,E8_5. You could ask friends/neighbors/co-workers for help/advice,Unordered Categorical
11384,f5e8_6,E8_6. You could ask your partner/spouse for help/advice,Unordered Categorical
11385,f5e8_7,E8_7. You could ask your partner/spouse's parents/relatives for help/advice,Unordered Categorical
11550,f5i12a_code,I12A_CODE. Code for father's occupation,Unordered Categorical
11553,cf5gmom,Constructed -- Focal child's grandmother lives in biodad's household,Unordered Categorical
11554,cf5gdad,Constructed -- Focal child's grandfather lives in biodad's household,Unordered Categorical
11555,cf5adult,Number of adults (18+) in father's household. Includes father.,Continuous
11556,cf5kids,Number of children (<18) in father's household. Includes focal child (if focal l,Continuous
11557,cf5hhgridflag,Flag -Father not asked about Household Grid,Unordered Categorical
11560,cf5fint,Constructed - Father interviewed at nine-year follow-up,Unordered Categorical
11773,cn5stat,Status of Nonparental PCG Interview,Unordered Categorical
11774,cn5nint,Constructed - Was non-parental PCG interviewed at 9-year follow-up?,Unordered Categorical
11775,cp5stat,NPCG/PCG interview status,Unordered Categorical
11776,cp5idstat,PCG identifier status,Unordered Categorical
